Ref,Val,Package,PosX,PosY,Rot,Side
"D37","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",54.221400,-168.908800,90.000000,top
"D38","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",56.761400,-168.908800,90.000000,top
"D39","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",59.301400,-168.908800,90.000000,top
"D40","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",61.841400,-168.908800,90.000000,top
"D41","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",64.389200,-168.909400,90.000000,top
"D42","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",66.938000,-168.910600,90.000000,top
"D43","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",69.478000,-168.910600,90.000000,top
"D44","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",72.018000,-168.910600,90.000000,top
"D45","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",74.558000,-168.910600,90.000000,top
"D46","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",77.098000,-168.910600,90.000000,top
"D47","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",79.638000,-168.910600,90.000000,top
"D48","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",82.178000,-168.910600,90.000000,top
"D49","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",84.718000,-168.910600,90.000000,top
"D50","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",87.265800,-168.910600,90.000000,top
"D51","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",89.814600,-168.909400,90.000000,top
"D52","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",92.362400,-168.909400,90.000000,top
"D53","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",94.902400,-168.909400,90.000000,top
"D54","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",97.442400,-168.909400,90.000000,top
"D55","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",99.982400,-168.909400,90.000000,top
"D56","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",102.522400,-168.909400,90.000000,top
"D57","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",105.062400,-168.909400,90.000000,top
"D58","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",107.602400,-168.909400,90.000000,top
"D59","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",110.142400,-168.909400,90.000000,top
"D60","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",112.682400,-168.909400,90.000000,top
"D71","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",106.350000,-184.150000,180.000000,top
"D72","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",106.350000,-181.610000,180.000000,top
"D73","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",91.110000,-181.610000,180.000000,top
"D74","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",91.110000,-184.150000,180.000000,top
"D75","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",75.870000,-184.150000,180.000000,top
"D76","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",75.870000,-181.610000,180.000000,top
"D77","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",60.630000,-181.610000,180.000000,top
"D78","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",60.630000,-184.150000,180.000000,top
"D79","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",45.390000,-184.150000,180.000000,top
"D80","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",45.389400,-181.610000,180.000000,top
"D81","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",45.390000,-135.890000,180.000000,top
"D82","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",45.390000,-138.430000,180.000000,top
"D83","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",60.630000,-138.430000,180.000000,top
"D84","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",60.630000,-135.890000,180.000000,top
"D85","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",75.870000,-135.890000,180.000000,top
"D86","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",75.870000,-138.430000,180.000000,top
"D87","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",91.110000,-138.430000,180.000000,top
"D88","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",91.110000,-135.890000,180.000000,top
"D89","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",106.350000,-135.890000,180.000000,top
"D90","WS2812B","LED_WS2812B-2020_PLCC4_2.0x2.0mm",106.350000,-138.430000,180.000000,top
"FID1","Fiducial","Fiducial_1mm_Mask2mm",47.930000,-179.070000,0.000000,top
"FID5","Fiducial","Fiducial_1mm_Mask2mm",103.810000,-179.070000,0.000000,top
"FID6","Fiducial","Fiducial_1mm_Mask2mm",104.572000,-107.696000,0.000000,top
"J1","Debug","PinHeader_1x03_P2.54mm_Vertical",92.380000,-121.285000,180.000000,top
"J4","Breadboard","Breadboard_CustomClips_Fallback",75.870000,-160.020000,0.000000,top
"J5","USB_B_Mini","USB_Mini-B_Wuerth_65100516121_Horizontal",110.001500,-111.943500,135.000000,top
"J7","Conn_01x04_Pin","GPIO_header",38.903974,-109.169200,-135.000000,top
"J14","5V","PINHEADER-1x1_vertical",55.296000,-106.578400,0.000000,top
"SW2","SW_DP3T","Slide_Switch_SSSS223600",37.388000,-120.936000,0.000000,top
"TP18","GPIO 0","PINHEADER-1x1_vertical",115.113000,-116.840000,0.000000,top
"TP20","LED OUT","PINHEADER-1x1_vertical",95.936000,-106.426000,0.000000,top
"TP21","LED IN","PINHEADER-1x1_vertical",55.296000,-110.998000,0.000000,top
"U1","LT1054","DIP-8_W7.62mm",80.442000,-122.428000,90.000000,top
"U9","RP2040","RP2040-QFN-56",105.837000,-126.492000,0.000000,top
