Designator,Mid X,Mid Y,Rotation,Layer
D7,54.2712,-151.13,90.0,top
D70,109.6896,-150.6888,0.0,bottom
D71,106.35,-184.15,180.0,top
D72,106.35,-181.61,180.0,top
D73,91.11,-181.61,180.0,top
D74,91.11,-184.15,180.0,top
D75,75.87,-184.15,180.0,top
D76,75.87,-181.61,180.0,top
D77,60.63,-181.61,180.0,top
D78,60.63,-184.15,180.0,top
D79,45.39,-184.15,180.0,top
D8,56.8112,-151.13,90.0,top
D80,45.3894,-181.61,180.0,top
D81,45.39,-135.89,180.0,top
D82,45.39,-138.43,180.0,top
D83,60.63,-138.43,180.0,top
D84,60.63,-135.89,180.0,top
D85,75.87,-135.89,180.0,top
D86,75.87,-138.43,180.0,top
D87,91.11,-138.43,180.0,top
D88,91.11,-135.89,180.0,top
D89,106.35,-135.89,180.0,top
D9,59.3512,-151.13,90.0,top
D90,106.35,-138.43,180.0,top
D91,49.4032,-115.1382,180.0,bottom
E1,41.4656,-168.4942,0.0,bottom
F5,55.0796,-168.4942,0.0,bottom
FID1,47.93,-179.07,0.0,top
FID2,47.93,-179.07,0.0,bottom
FID3,103.81,-179.07,0.0,bottom
FID4,42.85,-111.76,0.0,bottom
FID5,103.81,-179.07,0.0,top
FID6,104.572,-107.696,0.0,top
G1,95.9996,-168.4942,0.0,bottom
H1,109.7132,-168.4942,0.0,bottom
I1,68.7176,-150.6908,0.0,bottom
J1,92.38,-121.285,180.0,top
J14,55.296,-106.5784,0.0,top
J4,75.87,-160.02,0.0,top
J5,110.0015,-111.9435,135.0,top
J6,68.6696,-168.4942,0.0,bottom
J7,38.903974,-109.1692,225.0,top
JP1,67.3864,-132.7912,90.0,bottom
JP13,84.3536,-132.969,90.0,bottom
JP14,82.855,-132.969,90.0,bottom
JP2,68.885,-132.7912,90.0,bottom
K1,82.3596,-168.4942,0.0,bottom
L1,82.3216,-150.6908,0.0,bottom
R1,60.757,-179.07,180.0,bottom
R10,44.882,-134.108,270.0,bottom
R11,111.557,-133.223,284.0,bottom
R12,110.795,-124.968,187.5,bottom
R13,49.962,-134.11,90.0,bottom
R14,46.914,-134.11,270.0,bottom
R15,49.962,-136.396,90.0,bottom
R16,48.438,-136.396,90.0,bottom
R17,46.914,-138.682,90.0,bottom
R18,49.962,-138.682,90.0,bottom
R19,46.914,-136.396,90.0,bottom
R2,105.588,-118.745,192.5,bottom
R20,48.438,-138.682,90.0,bottom
R21,41.834,-138.682,270.0,bottom
R22,43.358,-138.682,270.0,bottom
R23,44.882,-138.682,270.0,bottom
R24,40.564,-122.174,90.0,bottom
R26,97.079,-118.745,74.0,bottom
R27,95.628822,-122.818683,50.0,bottom
R29,46.152,-134.11,270.0,bottom
R3,108.763,-117.602,260.0,bottom
R4,91.11,-179.07,180.0,bottom
R5,104.826,-114.808,65.0,bottom
R6,41.834,-134.11,270.0,bottom
R7,101.143,-129.159,260.0,bottom
R8,43.358,-134.11,270.0,bottom
R9,108.255,-132.969,300.0,bottom
SW1,110.0076,-111.9378,45.0,bottom
SW2,37.388,-120.936,0.0,top
TP10,51.359,-105.664,0.0,bottom
TP11,49.835,-105.664,0.0,bottom
TP12,48.311,-105.664,0.0,bottom
TP13,35.738,-118.872,270.0,bottom
TP14,35.738,-117.094,180.0,bottom
TP15,116.51,-144.78,90.0,bottom
TP16,35.738,-114.554,180.0,bottom
TP17,35.23,-144.78,180.0,bottom
TP18,115.113,-116.84,0.0,top
TP19,116.51,-142.24,180.0,bottom
TP20,95.936,-106.426,0.0,top
TP21,55.296,-110.998,0.0,top
TP22,58.09,-128.27,180.0,bottom
TP23,58.09,-106.542937,180.0,bottom
TP25,35.23,-142.24,180.0,bottom
TP5,80.442,-119.634,0.0,bottom
TP6,80.442,-117.602,0.0,bottom
TP7,43.866,-105.664,0.0,bottom
TP8,45.644,-105.664,0.0,bottom
TP9,52.883,-105.664,0.0,bottom
U1,80.442,-122.428,90.0,top
U10,46.66,-122.3772,270.0,bottom
U11,75.87,-134.685,270.0,bottom
U12,91.364,-134.682,270.0,bottom
U2,76.784,-182.372,180.0,bottom
U4,60.63,-182.626,0.0,bottom
U6,91.11,-182.753,0.0,bottom
U7,60.376,-134.62,270.0,bottom
U8,100.635,-110.49,270.0,bottom
U9,105.837,-126.492,0.0,top
Y1,114.947,-120.439,90.0,bottom
